claim,evidence,id,label,verifiable
The Cyclades are a peninsula group.,"[[[257434, 256438, 'Cyclades', 0]], [[257434, 256439, 'Cyclades', 1]], [[257434, 256440, 'Cyclades', 2]], [[321278, 309764, 'Cyclades', 0]], [[321296, 309784, 'Cyclades', 0]]]",80621,REFUTES,VERIFIABLE
William Blackstone has no education.,"[[[188481, 199875, 'William_Blackstone', 2]], [[188481, 199876, 'William_Blackstone', 3]]]",163820,REFUTES,VERIFIABLE
Watchmen is a film about a group of retired chefs.,"[[[215231, None, None, None], [316283, None, None, None], [317026, None, None, None]]]",66348,NOT ENOUGH INFO,NOT VERIFIABLE
Chadwick Boseman refused to play James Brown.,"[[[269991, 266147, 'Chadwick_Boseman', 1]]]",226454,REFUTES,VERIFIABLE
Ann Biderman is the writer of American Graffiti.,"[[[196218, None, None, None]]]",170106,NOT ENOUGH INFO,NOT VERIFIABLE
Jason Bourne is a spy film.,"[[[98684, None, None, None]]]",81641,NOT ENOUGH INFO,NOT VERIFIABLE
Chris Benoit is a professional wrestler for the WWE.,"[[[180130, 192659, 'Chris_Benoit', 0], [180130, 192659, 'Chris_Benoit', 3]], [[180130, 192660, 'Chris_Benoit', 8]], [[180130, 192661, 'Chris_Benoit', 7]], [[180130, 192662, 'Chris_Benoit', 11]]]",156057,SUPPORTS,VERIFIABLE
Anthony Scaramucci is a person.,"[[[111399, 125039, 'Anthony_Scaramucci', 0]]]",93998,SUPPORTS,VERIFIABLE
Hollow Man has a barbershop in New York City.,"[[[70869, None, None, None]]]",54511,NOT ENOUGH INFO,NOT VERIFIABLE
Stephen Moyer worked with Ron Perlman.,"[[[219549, 225531, 'Stephen_Moyer', 3]]]",188136,SUPPORTS,VERIFIABLE
The New Jersey Turnpike has rest areas named after notable New York residents.,"[[[238340, None, None, None]]]",202318,NOT ENOUGH INFO,NOT VERIFIABLE
Scandinavia does not include territory.,"[[[146624, 161613, 'Scandinavia', 5]]]",124986,REFUTES,VERIFIABLE
Simon Cowell was asked to step down as a judge for the show the season before American Idol (season 8).,"[[[190526, 201529, 'American_Idol_-LRB-season_8-RRB-', 1]]]",165702,REFUTES,VERIFIABLE
Mandy Moore is not an actress.,"[[[113025, 126861, 'Mandy_Moore', 0]], [[113026, 126862, 'Mandy_Moore', 0]]]",95518,REFUTES,VERIFIABLE
Superhuman abilities may result from human enhancement by nanotechnology developed by MIT.,"[[[172913, None, None, None]]]",149204,NOT ENOUGH INFO,NOT VERIFIABLE
"Charlotte, North Carolina is home to the east coast operations of Wells Fargo.","[[[132943, 147831, 'Charlotte,_North_Carolina', 10]]]",113343,SUPPORTS,VERIFIABLE
The Lesser Antilles are also known as the ABC islands.,"[[[181224, None, None, None]]]",157101,NOT ENOUGH INFO,NOT VERIFIABLE
Times Higher Education World University Rankings is a publication of rankings by a magazine.,"[[[165202, 179335, 'Times_Higher_Education_World_University_Rankings', 0]]]",142129,SUPPORTS,VERIFIABLE
"The Siege of Fort Stanwix began on August 2, 1777.","[[[156104, 170732, 'Siege_of_Fort_Stanwix', 0]]]",133564,SUPPORTS,VERIFIABLE
Netscape Navigator was used for web browsing.,"[[[39443, 47493, 'Netscape_Navigator', 0]]]",23497,SUPPORTS,VERIFIABLE
Vedic Sanskrit is the language of texts compiled in the 2nd and 1st centuries BCE.,"[[[265314, None, None, None], [265385, None, None, None]]]",222720,NOT ENOUGH INFO,NOT VERIFIABLE
Rehab is Britney Spears's signature song.,"[[[162272, 176572, 'Rehab_-LRB-Amy_Winehouse_song-RRB-', 0]], [[162272, 176573, 'Rehab_-LRB-Amy_Winehouse_song-RRB-', 5]]]",139429,REFUTES,VERIFIABLE
Skopje was a main city from 972 and 992.,"[[[306811, 297417, 'Skopje', 8]]]",32987,REFUTES,VERIFIABLE
Google Search can return information about houses.,"[[[24745, None, None, None]]]",9869,NOT ENOUGH INFO,NOT VERIFIABLE
Sennacherib's youngest son was born blind.,"[[[247531, None, None, None]]]",209104,NOT ENOUGH INFO,NOT VERIFIABLE
Exit the King is a show.,"[[[39047, None, None, None]]]",23081,NOT ENOUGH INFO,NOT VERIFIABLE
Stephen Moyer played the flute in Prince Valiant.,"[[[219539, None, None, None]]]",188130,NOT ENOUGH INFO,NOT VERIFIABLE
Kevin Bacon appeared in a 1996 movie.,"[[[229609, None, None, None]]]",195226,NOT ENOUGH INFO,NOT VERIFIABLE
"Jack Dylan Grazer was born in Los Angeles, California.","[[[64220, 74967, 'Jack_Dylan_Grazer', 0]]]",47847,SUPPORTS,VERIFIABLE
FC Bayern Munich was founded by a German photographer.,"[[[265863, 263003, 'FC_Bayern_Munich', 4], [265863, 263003, 'Franz_John', 0]]]",223203,SUPPORTS,VERIFIABLE
The Washington Monument is a copy of the Lincoln Memorial.,"[[[12363, None, None, None], [12366, None, None, None], [16877, None, None, None], [66756, None, None, None], [298994, None, None, None], [301035, None, None, None]]]",7607,NOT ENOUGH INFO,NOT VERIFIABLE
The Saturn Award for Best Fantasy Film is presented by an organization.,"[[[188716, None, None, None]]]",164054,NOT ENOUGH INFO,NOT VERIFIABLE
Bill Graham Civic Auditorium was built before 1915.,"[[[182914, 195032, 'Bill_Graham_Civic_Auditorium', 2]]]",158644,REFUTES,VERIFIABLE
The IPhone 4 was designed by cats.,"[[[127318, 141859, 'IPhone_4', 0]]]",108510,REFUTES,VERIFIABLE
Hebe was unmarried her entire life.,"[[[95734, 108776, 'Hebe_-LRB-mythology-RRB-', 2]]]",78778,REFUTES,VERIFIABLE
Java was formed by volcanic eruptions Pleistocene Era.,"[[[42262, None, None, None]]]",26218,NOT ENOUGH INFO,NOT VERIFIABLE
Yin and yang is a taoist concept.,"[[[15486, 19310, 'Yin_and_yang', 5]]]",161,SUPPORTS,VERIFIABLE
Pocahontas was from the Tidewater region of Virginia.,"[[[115297, 129134, 'Pocahontas', 1]]]",97693,SUPPORTS,VERIFIABLE
Aristocracy is a term with only Spanish etymology.,"[[[262102, 260156, 'Aristocracy', 1]], [[262102, 260157, 'Aristocracy', 4]], [[262102, 260158, 'Aristocracy', 0]]]",220239,REFUTES,VERIFIABLE
Iceland is sometimes considered a part of Scandinavia by Russian elites.,"[[[55416, None, None, None]]]",39165,NOT ENOUGH INFO,NOT VERIFIABLE
Lois Lane's name was rejected from Lola Lane's name.,"[[[233863, 236745, 'Lois_Lane', 7]]]",198899,REFUTES,VERIFIABLE
The Fly is only a Canadian film.,"[[[211660, 219330, 'The_Fly_-LRB-1986_film-RRB-', 0]]]",182035,REFUTES,VERIFIABLE
"UNESCO's City of Literature program aims to promote the social, economic and cultural development of cities in both the developed and the developing world since 1993.","[[[170470, None, None, None]]]",146934,NOT ENOUGH INFO,NOT VERIFIABLE
SummerSlam had no pre-show.,"[[[19006, 23298, 'SummerSlam_-LRB-2015-RRB-', 8]]]",3086,SUPPORTS,VERIFIABLE
Tennessee was a member of the Union during the Civil War.,"[[[136660, 151487, 'Tennessee', 11]]]",116278,REFUTES,VERIFIABLE
Reanimation is an album.,"[[[96915, 110069, 'Reanimation_-LRB-Linkin_Park_album-RRB-', 0]], [[96915, 110070, 'Reanimation_-LRB-Linkin_Park_album-RRB-', 1]], [[96915, 110071, 'Reanimation_-LRB-Linkin_Park_album-RRB-', 2]]]",79956,SUPPORTS,VERIFIABLE
Move (Little Mix song) was only released on an album called Nightmare Revisited.,"[[[206552, 214886, 'Move_-LRB-Little_Mix_song-RRB-', 1]]]",178210,REFUTES,VERIFIABLE
Dissociative identity disorder (DID) is known as multiple personality disorder (MPD).,"[[[179781, 192326, 'Dissociative_identity_disorder', 0]]]",155725,SUPPORTS,VERIFIABLE
Kareem Abdul-Jabbar is a Virginian.,"[[[37523, None, None, None]]]",21722,NOT ENOUGH INFO,NOT VERIFIABLE
Macklemore plays chess with Ryan Lewis.,"[[[177035, None, None, None]]]",153086,NOT ENOUGH INFO,NOT VERIFIABLE
Parkinson's disease has a symptom of tremors.,"[[[128707, None, None, None]]]",109691,NOT ENOUGH INFO,NOT VERIFIABLE
Solanum contains the leopards.,"[[[20512, 25145, 'Solanum', 1]]]",4251,REFUTES,VERIFIABLE
Cars 3 is a computer animated TV show.,"[[[292626, 285374, 'Cars_3', 0]], [[292626, 285375, 'Cars_3', 1]], [[292626, 285376, 'Cars_3', 3]], [[294620, 286867, 'Cars_3', 0]], [[295216, 287365, 'Cars_3', 0]], [[340464, 325098, 'Cars_3', 0]], [[340466, 325100, 'Cars_3', 0]], [[340466, 325101, 'Cars_3', 1]]]",149418,REFUTES,VERIFIABLE
Elizabeth of York had a father.,"[[[111821, 125645, 'Elizabeth_of_York', 7]], [[111821, 125646, 'Elizabeth_of_York', 4]], [[111821, 125647, 'Elizabeth_of_York', 2]]]",94383,SUPPORTS,VERIFIABLE
A near-Earth object is not a dwarf planet.,"[[[26867, None, None, None]]]",11665,NOT ENOUGH INFO,NOT VERIFIABLE
The Wonder Years received a Peabody Award.,"[[[44720, 53404, 'The_Wonder_Years', 9]]]",28593,SUPPORTS,VERIFIABLE
Charles Howard Hinton was born in the 1800s.,"[[[83181, 95130, 'Charles_Howard_Hinton', 0]]]",66610,SUPPORTS,VERIFIABLE
Zoe Saldana's birth year was 1978.,"[[[163587, 177836, 'Zoe_Saldana', 0]]]",140612,SUPPORTS,VERIFIABLE
Benjamin Franklin had early campaigning for colonial dissonance.,"[[[137289, None, None, None]]]",116925,NOT ENOUGH INFO,NOT VERIFIABLE
Pakistan is officially called the Republic of Turkey.,"[[[55156, 65197, 'Pakistan', 0]]]",38931,REFUTES,VERIFIABLE
Andrew Moray opposed the occupation of north Scotland by King Edward II.,"[[[162294, None, None, None]]]",139453,NOT ENOUGH INFO,NOT VERIFIABLE
"Gotham premiered on September 22, 2014.","[[[295963, 287945, 'Gotham_-LRB-TV_series-RRB-', 7]], [[295964, 287946, 'Gotham_-LRB-TV_series-RRB-', 7]], [[297470, 289124, 'Gotham_-LRB-TV_series-RRB-', 7]], [[341949, 326187, 'Gotham_-LRB-TV_series-RRB-', 7]], [[341950, 326188, 'Gotham_-LRB-TV_series-RRB-', 7]], [[341951, 326189, 'Gotham_-LRB-TV_series-RRB-', 7]], [[341952, 326190, 'Gotham_-LRB-TV_series-RRB-', 7]], [[341953, 326191, 'Gotham_-LRB-TV_series-RRB-', 7]]]",154917,SUPPORTS,VERIFIABLE
Dan Trachtenberg is an actor.,"[[[85943, None, None, None]]]",69258,NOT ENOUGH INFO,NOT VERIFIABLE
House of Balloons is a debut mixtape.,"[[[55755, 65818, 'House_of_Balloons', 0]]]",39452,SUPPORTS,VERIFIABLE
Alberto Contador initially won the Oscar.,"[[[125206, None, None, None]]]",105721,NOT ENOUGH INFO,NOT VERIFIABLE
Ed Decter is a vegetarian.,"[[[49700, None, None, None]]]",33603,NOT ENOUGH INFO,NOT VERIFIABLE
Dan Brown is an author.,"[[[218856, 225041, 'Dan_Brown', 0]], [[218857, 225042, 'Dan_Brown', 0]], [[218857, 225043, 'Dan_Brown', 2]]]",187572,SUPPORTS,VERIFIABLE
The Brat Pack only frequently appeared together in films in the 1960s.,"[[[196101, 206250, 'Brat_Pack_-LRB-actors-RRB-', 0]]]",170005,REFUTES,VERIFIABLE
Kareem Abdul-Jabbar is not ranked 3rd all-time in rebounds.,"[[[179052, 191600, 'Kareem_Abdul-Jabbar', 18]]]",154984,REFUTES,VERIFIABLE
Jean-Jacques Dessalines was the second ruler of independent Puerto Rico.,"[[[193519, None, None, None]]]",168085,NOT ENOUGH INFO,NOT VERIFIABLE
Japan's primary territory consists of twelve islands.,"[[[148897, 163939, 'Japan', 10]]]",127015,REFUTES,VERIFIABLE
Henry Cavill is part of the DC Extended Universe.,"[[[16660, 20627, 'Henry_Cavill', 8]]]",1093,SUPPORTS,VERIFIABLE
The Group of 15 does not include any country that was under UN sanctions.,"[[[263066, None, None, None]]]",220971,NOT ENOUGH INFO,NOT VERIFIABLE
Caesar is an Orson Welles play.,"[[[141955, 157195, 'Caesar_-LRB-Mercury_Theatre-RRB-', 0]], [[143932, 159012, 'Caesar_-LRB-Mercury_Theatre-RRB-', 0]], [[146919, 161891, 'Caesar_-LRB-Mercury_Theatre-RRB-', 0]], [[311038, 301054, 'Caesar_-LRB-Mercury_Theatre-RRB-', 0]], [[312745, 302497, 'Caesar_-LRB-Mercury_Theatre-RRB-', 0], [312745, 302497, 'Caesar_-LRB-Mercury_Theatre-RRB-', 1]]]",46583,SUPPORTS,VERIFIABLE
Shape of You was number one on the US Billboard Hot 100 chart.,"[[[222194, 227580, 'Shape_of_You', 7]], [[224742, 229535, 'Shape_of_You', 7]], [[225821, 230397, 'Shape_of_You', 7]], [[317866, 306871, 'Shape_of_You', 7]], [[319582, 308312, 'Shape_of_You', 7]]]",69536,SUPPORTS,VERIFIABLE
Woodrow Wilson lived during The Russo-Persian War.,"[[[106205, 119636, 'Woodrow_Wilson', 0]]]",88977,REFUTES,VERIFIABLE
Theresa May served as a congresswoman.,"[[[124310, None, None, None]]]",105895,NOT ENOUGH INFO,NOT VERIFIABLE
Riz Ahmed is not an award nominated actor.,"[[[172500, 185801, 'Riz_Ahmed', 3]]]",148830,REFUTES,VERIFIABLE
Charles de Gaulle worked for the President of the Fifth French Republic.,"[[[47624, None, None, None]]]",31489,NOT ENOUGH INFO,NOT VERIFIABLE
David Attenborough served as the program director for BBC Television.,"[[[21135, 25956, 'David_Attenborough', 4]], [[22795, 28096, 'David_Attenborough', 4]], [[23969, 29680, 'David_Attenborough', 4]], [[301517, 292617, 'David_Attenborough', 4]], [[302559, 293549, 'David_Attenborough', 4]], [[304181, 295027, 'David_Attenborough', 4]], [[304505, 295324, 'David_Attenborough', 4]]]",10450,SUPPORTS,VERIFIABLE
Robert Zemeckis has made movies.,"[[[85252, 97542, 'Robert_Zemeckis', 7], [85252, 97542, 'Beowulf_-LRB-2007_film-RRB-', 0], [85252, 97542, 'The_Polar_Express_-LRB-film-RRB-', 0], [85252, 97542, 'Back_to_the_Future_-LRB-franchise-RRB-', 0], [85252, 97542, 'Forrest_Gump', 0], [85252, 97542, 'A_Christmas_Carol_-LRB-2009_film-RRB-', 0], [85252, 97542, 'Back_to_the_Future_Part_II', 0]], [[85252, 97543, 'Robert_Zemeckis', 2], [85252, 97543, 'Forrest_Gump', 0], [85252, 97543, 'Academy_Award_for_Best_Director', 0]], [[85252, 97544, 'Robert_Zemeckis', 1], [85252, 97544, 'Back_to_the_Future_-LRB-franchise-RRB-', 0], [85252, 97544, 'Romancing_the_Stone', 0], [85252, 97544, 'Who_Framed_Roger_Rabbit', 0]]]",68623,SUPPORTS,VERIFIABLE
The Walking Dead (comic book) inspired a nothing.,"[[[177264, None, None, None]]]",153319,NOT ENOUGH INFO,NOT VERIFIABLE
"Ian Gillan was born on August 19, 1945.","[[[167994, 181750, 'Ian_Gillan', 0]]]",144715,SUPPORTS,VERIFIABLE
Mike Friedrich writes for comic books.,"[[[227487, 231850, 'Mike_Friedrich', 0]], [[227487, 231851, 'Mike_Friedrich', 4], [227487, 231851, 'Iron_Man', 0]]]",194231,SUPPORTS,VERIFIABLE
The ovary is an organ.,"[[[286169, 279692, 'Ovary', 0]], [[286172, 279694, 'Ovary', 0]], [[287910, 281209, 'Ovary', 0]], [[332941, 319174, 'Ovary', 0]], [[334083, 320237, 'Ovary', 0]], [[334084, 320238, 'Ovary', 0]], [[334086, 320240, 'Ovary', 0]]]",123826,SUPPORTS,VERIFIABLE
Sherilyn Fenn starred in a film.,"[[[121216, 135505, 'Sherilyn_Fenn', 2]]]",103234,SUPPORTS,VERIFIABLE
There was a coup d'état in Cyprus.,"[[[44463, 53135, 'Cyprus', 16]]]",28337,SUPPORTS,VERIFIABLE
Battle of the Bastards aired in 2016.,"[[[112800, 126634, 'Battle_of_the_Bastards', 0], [112800, 126634, 'Game_of_Thrones_-LRB-season_6-RRB-', 0]], [[116353, 130238, 'Battle_of_the_Bastards', 0], [116353, 130238, 'Game_of_Thrones_-LRB-season_6-RRB-', 0]], [[308454, 298832, 'Battle_of_the_Bastards', 0], [308454, 298832, 'Game_of_Thrones_-LRB-season_6-RRB-', 0], [308454, 298832, 'Game_of_Thrones_-LRB-season_6-RRB-', 14]], [[310053, 300121, 'Battle_of_the_Bastards', 0], [310053, 300121, 'Game_of_Thrones_-LRB-season_6-RRB-', 0]], [[310054, 300122, 'Battle_of_the_Bastards', 0], [310054, 300122, 'Game_of_Thrones_-LRB-season_6-RRB-', 0]]]",38671,SUPPORTS,VERIFIABLE
Hezbollah received zero support from Iran.,"[[[189629, 200879, 'Hezbollah', 7]]]",164881,REFUTES,VERIFIABLE
Johann Wolfgang von Goethe published the first part of Faust in 1888.,"[[[81143, 92970, 'Johann_Wolfgang_von_Goethe', 13]]]",64699,REFUTES,VERIFIABLE
The Monster appears on the album Big Fish Theory.,"[[[247240, None, None, None]]]",208925,NOT ENOUGH INFO,NOT VERIFIABLE
"Babur was born on February 14, 1483.","[[[70785, 81658, 'Babur', 0]]]",54410,SUPPORTS,VERIFIABLE
South Island lacks a 32 percent larger landmass than the North Island.,"[[[74183, 85408, 'South_Island', 5]]]",57850,REFUTES,VERIFIABLE
The American actor that plays Chumlee is a businessman and was on television.,"[[[24180, 29906, 'Chumlee', 0]]]",8888,SUPPORTS,VERIFIABLE
Pakistan has an official name.,"[[[191398, 202264, 'Pakistan', 0]], [[314695, 304052, 'Pakistan', 0]], [[314697, 304054, 'Pakistan', 0]], [[314709, 304069, 'Pakistan', 0]]]",59602,SUPPORTS,VERIFIABLE
Randall Wallace directed the 1998 American action drama The Man in the Iron Mask.,"[[[202372, 211655, 'The_Man_in_the_Iron_Mask_-LRB-1998_film-RRB-', 0]]]",174987,SUPPORTS,VERIFIABLE
The first French king of the House of Bourbon succeeded Henry III of France.,"[[[216003, 222733, 'Henry_III_of_France', 23], [216003, 222733, 'Henry_IV_of_France', 1]]]",183463,SUPPORTS,VERIFIABLE
Rob McElhenney married Dee Reynolds on It's Always Sunny in Philadelphia.,"[[[218626, None, None, None]]]",187384,NOT ENOUGH INFO,NOT VERIFIABLE
Doxycycline may cause eggs.,"[[[281833, None, None, None], [281835, None, None, None]]]",110841,NOT ENOUGH INFO,NOT VERIFIABLE
Vic Mensa is a vegetarian.,"[[[208737, None, None, None], [208740, None, None, None]]]",179830,NOT ENOUGH INFO,NOT VERIFIABLE
The Gettysburg Address is a well-known performance.,"[[[142685, None, None, None]]]",121508,NOT ENOUGH INFO,NOT VERIFIABLE
Henry III assumed the throne when he was 9 years old in 1246.,"[[[58891, 69208, 'Henry_III_of_England', 1], [58891, 69208, 'Henry_III_of_England', 0]]]",42583,REFUTES,VERIFIABLE
Google Search shows apartment listings.,"[[[275167, None, None, None], [275175, None, None, None], [324235, None, None, None], [324236, None, None, None]]]",91308,NOT ENOUGH INFO,NOT VERIFIABLE
The Maltese language is an official language of the European Union.,"[[[37831, None, None, None]]]",22003,NOT ENOUGH INFO,NOT VERIFIABLE
Talulah Riley appeared in St Trinian's and its sequel.,"[[[148212, None, None, None]]]",126366,NOT ENOUGH INFO,NOT VERIFIABLE
The Thin Red Line (1998 film) features a dramatic performance by Sean Penn.,"[[[194214, None, None, None]]]",168627,NOT ENOUGH INFO,NOT VERIFIABLE
Sky UK is a company which serves a sovereign country in western Eurasia.,"[[[72703, 83748, 'Sky_UK', 0], [72703, 83748, 'United_Kingdom', 0]], [[72703, 83749, 'Sky_UK', 1], [72703, 83749, 'United_Kingdom', 0]], [[72703, 83750, 'Sky_UK', 2]], [[72703, 83751, 'Sky_UK', 9]]]",56342,SUPPORTS,VERIFIABLE
LinkedIn is available in 24 languages as of March 2013.,"[[[61689, 72176, 'LinkedIn', 14]]]",45349,SUPPORTS,VERIFIABLE
Rick Ross is uninterested in ever founding a record label.,"[[[34107, 41357, 'Rick_Ross', 3]]]",18507,REFUTES,VERIFIABLE
Pythagoras was an Ionian Greek chemist.,"[[[205687, None, None, None]]]",177477,NOT ENOUGH INFO,NOT VERIFIABLE
Nero has not died.,"[[[129235, 144001, 'Nero', 0]], [[129235, 144002, 'Nero', 21]], [[129235, 144003, 'Nero', 22]]]",110133,REFUTES,VERIFIABLE
Move (Little Mix song) was released on an album.,"[[[206555, 214889, 'Move_-LRB-Little_Mix_song-RRB-', 1]]]",178213,SUPPORTS,VERIFIABLE
Dark matter is the same as neutrinos.,"[[[167649, 181424, 'Dark_matter', 0]]]",144418,REFUTES,VERIFIABLE
Tangled is an audio book.,"[[[118338, 132173, 'Tangled', 0]], [[118338, 132174, 'Tangled', 6]], [[118338, 132175, 'Tangled', 8]], [[118338, 132176, 'Tangled', 2]], [[118338, 132177, 'Tangled', 1]], [[118338, 132178, 'Tangled', 13]], [[118338, 132179, 'Tangled', 14]], [[118338, 132180, 'Tangled', 15]], [[118338, 132181, 'Tangled', 16]]]",100659,REFUTES,VERIFIABLE
The Winds of Winter is the eighth book in a series.,"[[[112325, 126175, 'The_Winds_of_Winter', 0]]]",94861,REFUTES,VERIFIABLE
Cthulhu is shunned by cultists.,"[[[288186, 281457, 'Cthulhu', 1]], [[333314, 319555, 'Cthulhu', 2]]]",125982,REFUTES,VERIFIABLE
Dev Patel did not star in The Last Airbender.,"[[[78172, 89677, 'Dev_Patel', 5]]]",61695,REFUTES,VERIFIABLE
Chris Paul is a four-time NBA assist leader and six-time steal leader.,"[[[151549, 166302, 'Chris_Paul', 1]]]",129439,SUPPORTS,VERIFIABLE
No Strings Attached was first released in the United States.,"[[[184964, None, None, None]]]",160493,NOT ENOUGH INFO,NOT VERIFIABLE
Charles Howard Hinton worked in his home country of Angora for the majority of his life.,"[[[147894, None, None, None]]]",126064,NOT ENOUGH INFO,NOT VERIFIABLE
Loretta Sanchez was born in Ireland.,"[[[56401, None, None, None]]]",40104,NOT ENOUGH INFO,NOT VERIFIABLE
"Super Bowl XLV was played in Arlington, Texas.","[[[55191, 65238, 'Super_Bowl_XLV', 2]]]",38922,SUPPORTS,VERIFIABLE
Chadwick Boseman refused to be in the movie 42.,"[[[269989, 266145, 'Chadwick_Boseman', 1]]]",226451,REFUTES,VERIFIABLE
PBS is a distributor.,"[[[255666, 255076, 'PBS', 0]], [[255666, 255077, 'PBS', 1]]]",215283,SUPPORTS,VERIFIABLE
